id	title	year	venue	language	doi	isbn	url	authors	author_count	abstract	abstract_len	pub_type	is_article	is_inproceedings	is_book	is_incollection	source	src_acm	src_ieee	src_scopus	src_springer	RQs	rq1_hit	rq2_hit	rq3_hit	rq4_hit	relevance	score	decision	reason	kw_rag_retrieval_augmented_generation	kw_rag_retrieval_augmented	kw_rag_retrieval_augmented_1	kw_rag_rag	kw_rag_graph_rag	kw_rag_graphrag	kw_rag_grounded_generation	kw_rag_document_grounded	kw_rag_document_grounded_1	kw_rag_context_augmentation	kw_rag_context_augmented	kw_rag_hybrid_llm	kw_rag_hybrid_llms	kw_rag_agentic_rag	kw_rag_provenance	kw_rag_source_attribution	kw_llm_large_language_model	kw_llm_large_language_models	kw_llm_llm	kw_llm_llms	kw_llm_chatgpt	kw_llm_gpt_4	kw_llm_gpt4	kw_llm_gpt_3	kw_llm_gpt3	kw_llm_openai	kw_rq1_trust	kw_rq1_confidence	kw_rq1_credibility	kw_rq1_user_perception	kw_rq1_perceived_reliability	kw_rq1_overtrust	kw_rq1_trustworthiness	kw_rq2_hallucination	kw_rq2_hallucinations	kw_rq2_factuality	kw_rq2_faithfulness	kw_rq2_accuracy	kw_rq2_grounding	kw_rq2_grounded	kw_rq2_correctness	kw_rq2_consistency	kw_rq3_explainable_ai	kw_rq3_explainability	kw_rq3_interpretable	kw_rq3_interpretability	kw_rq3_transparency	kw_rq3_attribution	kw_rq3_saliency	kw_rq3_attention	kw_rq3_citation	kw_rq3_citations	kw_rq3_reference	kw_rq3_provenance	kw_rq3_source_attribution	kw_rq3_evidence	kw_rq3_evidence_highlighting	kw_rq3_highlighting	kw_rq3_calibration	kw_rq3_brier	kw_rq3_ece	kw_rq4_evaluation	kw_rq4_evaluation_metric	kw_rq4_evaluation_metrics	kw_rq4_metric	kw_rq4_metrics	kw_rq4_methodology	kw_rq4_methodologies	kw_rq4_method	kw_rq4_methods	kw_rq4_protocol	kw_rq4_instrument	kw_rq4_questionnaire	kw_rq4_scale	kw_rq4_survey	kw_rq4_user_study	kw_rq4_benchmark	kw_rq4_dataset	kw_rq4_guideline	kw_rq4_framework	kw_rq4_pipeline	rqs_llm	llm_explanation	llm_response	llm_reasoning	llm_status	RQ1_LLM	RQ2_LLM	RQ3_LLM	RQ4_LLM
grigorov_langchain_2025	{LangChain} and {Python}: {Advanced} {Components}	2025	Intermediate {Python} and {Large} {Language} {Models}		10.1007/979-8-8688-1475-4_2		https://doi.org/10.1007/979-8-8688-1475-4_2	Grigorov	1	This chapter presents a novel approach to enhancing cybersecurity in IoT ecosystems through the integration of blockchain technology and machine learning algorithms. We propose a decentralized framework that ensures data integrity, privacy, and real-time threat detection. Experimental results demonstrate a 35% improvement in detection accuracy compared to traditional methods, with reduced latency in resource-constrained environments. The framework is evaluated on simulated IoT networks, highlighting its scalability and robustness against common attacks such as DDoS and man-in-the-middle.	594	incollection	0	0	0	1	SPRINGER	0	0	0	1	RQ2,RQ3,RQ4	0	1	1	1	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0		El artículo no menciona RAG ni aspectos de confianza, factualidad, XAI o métricas de evaluación.	"{""rqs"":"""",""explanation"":""El artículo no menciona RAG ni aspectos de confianza, factualidad, XAI o métricas de evaluación."",""scores"":{""RQ1"":0,""RQ2"":0,""RQ3"":0,""RQ4"":0}}"	"We need to decide which RQs are addressed by the work. Title: ""LangChain and Python : Advanced Components"". Abstract: about enhancing cybersecurity in IoT ecosystems via blockchain and machine learning. No mention of RAG, trust, hallucinations, XAI, calibration, evaluation metrics. So none of the RQs are addressed. So rqs empty string. Explanation: ""El artículo no menciona RAG ni aspectos de confianza, factualidad, XAI o métricas de evaluación."" Scores: all 0. Return JSON."	ok	0.0	0.0	0.0	0.0
grimm_flexidigital_2025	{FlexiDigital}: {A} {Comprehensive} {Approach} to {Energy} {Flexibility} {Services} using {Digital} {Twins} and {Large} {Language} {Models}	2025	Proceedings of the 16th ACM International Conference on Future {and} Sustainable Energy Systems		10.1145/3679240.3734601	9798400711251	https://doi.org/10.1145/3679240.3734601	Grimm	1	Visual Question Answering (VQA) has achieved remarkable progress with the development of large vision-language models. However, the fairness issue in VQA has been overlooked, which may lead to biased predictions for certain groups. In this paper, we conduct a comprehensive study on fairness in VQA from three perspectives: data, model, and evaluation. We first analyze the bias in existing VQA datasets and propose a new dataset, FairVQA, to mitigate the bias. Then, we investigate the fairness of state-of-the-art VQA models and find that they exhibit significant bias. Finally, we propose a fairness evaluation metric and benchmark for VQA. Our work provides insights into fair VQA and paves the way for future research.	723	inproceedings	0	1	0	0		0	0	0	0	RQ4	0	0	0	1	Baja	1.0	Include	Métricas/metodologías	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0		El artículo trata sobre la equidad en VQA, no aborda RAG ni sus aspectos de confianza, errores, explicabilidad o métricas.	"{""rqs"":"""",""explanation"":""El artículo trata sobre la equidad en VQA, no aborda RAG ni sus aspectos de confianza, errores, explicabilidad o métricas."",""scores"":{""RQ1"":0,""RQ2"":0,""RQ3"":0,""RQ4"":0}}"	"We need to decide which RQs are addressed by the paper. Title: ""FlexiDigital : A Comprehensive Approach to Energy Flexibility Services using Digital Twins and Large Language Models"". Abstract: about VQA fairness. Wait mismatch: Title about energy flexibility services using digital twins and LLMs, but abstract about VQA fairness. So the abstract is about fairness in VQA. The paper seems to be about fairness in VQA, not RAG. The RQs are about RAG trust, hallucinations, XAI, methods. The abstract does not mention RAG, trust, hallucinations, XAI, evaluation metrics. It mentions fairness, bias, dataset, evaluation metric for fairness. So none of the RQs are addressed. So rqs empty string. Explanation: ""El artículo trata sobre la equidad en VQA, no aborda RAG ni sus aspectos de confianza, errores, explicabilidad o métricas."" Scores: all 0. So JSON: {""rqs"":"""",""explanation"":""El artículo trata sobre la equidad en VQA, no aborda RAG ni sus aspectos de confianza, errores, explicabilidad o métricas."",""scores"":{""RQ1"":0,""RQ2"":0,""RQ3"":0,""RQ4"":0}}"	ok	0.0	0.0	0.0	0.0
gu_lens_2024	{LENS}: {Layers} of {Evaluation} of {Hallucination} in {GenAI} {Systems}	2024	2024 7th {International} {Conference} on {Universal} {Village} ({UV})		10.1109/UV63228.2024.11189150		https://doi.org/10.1109/uv63228.2024.11189150	Gu	1	Nanoparticles have been widely used in various biomedical applications due to their unique properties. However, their potential toxicity and environmental impact remain a concern. In this study, we investigated the ecotoxicological effects of silver nanoparticles (AgNPs) on the freshwater algae Chlorella vulgaris. AgNPs were synthesized using a green method with plant extracts and characterized by UV-Vis spectroscopy, dynamic light scattering (DLS), and transmission electron microscopy (TEM). The algae were exposed to different concentrations of AgNPs (0.1-10 mg/L) for 96 hours, and growth inhibition, chlorophyll content, oxidative stress markers, and ultrastructural changes were assessed. Results showed a concentration-dependent inhibition of algal growth, with an EC50 value of 2.5 mg/L. Chlorophyll a and b contents decreased significantly, while reactive oxygen species (ROS) levels and malondialdehyde (MDA) content increased, indicating oxidative damage. TEM analysis revealed AgNP internalization and disruption of chloroplast structure. These findings highlight the potential risks of AgNPs to aquatic ecosystems and underscore the need for further research on their safe application.	1202	inproceedings	0	1	0	0		0	0	0	0	RQ2,RQ4	0	1	0	1	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		El artículo no trata sobre RAG ni sobre métricas de confianza, error o explicabilidad.	"{""rqs"":"""",""explanation"":""El artículo no trata sobre RAG ni sobre métricas de confianza, error o explicabilidad."",""scores"":{""RQ1"":0,""RQ2"":0,""RQ3"":0,""RQ4"":0}}"	"We need to decide which RQs are addressed by the work. The title: ""LENS : Layers of Evaluation of Hallucination in GenAI Systems"". Abstract: about silver nanoparticles toxicity. This is unrelated to RAG, trust, hallucinations, etc. The abstract is about a study on silver nanoparticles, not about RAG. So none of the RQs are addressed. The Kitchenham heuristic tags: RQ2,RQ4. But that seems to be a classification for the review, not the paper. The abstract does not mention hallucinations, RAG, trust, etc. So we treat all RQs as not covered. So rqs: """" (empty). Explanation: ""El artículo no trata sobre RAG ni sobre métricas de confianza, error o explicabilidad."" Scores: all 0. So JSON: {""rqs"":"""",""explanation"":""El artículo no trata sobre RAG ni sobre métricas de confianza, error o explicabilidad."",""scores"":{""RQ1"":0,""RQ2"":0,""RQ3"":0,""RQ4"":0}}

Check Spanish less than 60 words: it's fine. Ensure no code fences."	ok	0.0	0.0	0.0	0.0
gummadi_enhancing_2024	Enhancing {Communication} and {Data} {Transmission} {Security} in {RAG} {Using} {Large} {Language} {Models}	2024	2024 4th {International} {Conference} on {Sustainable} {Expert} {Systems} ({ICSES})		10.1109/ICSES63445.2024.10763024		https://doi.org/10.1109/icses63445.2024.10763024	Gummadi	1	The rapid growth of electric vehicles (EVs) has led to the development of various charging technologies, including wireless power transfer (WPT) systems. However, the efficiency of WPT systems is significantly affected by the misalignment between the transmitter and receiver coils. This paper proposes a novel misalignment-tolerant WPT system for EV charging using a double-D (DD) coil topology with ferrite cores. The proposed system employs a phase-shifted compensation network to achieve zero-voltage switching (ZVS) and improve efficiency under misalignment conditions. Finite element analysis (FEA) simulations and experimental results demonstrate that the proposed system maintains over 90% efficiency for lateral misalignments up to 30% of the coil width, outperforming traditional series-series (SS) compensated systems. The design considerations, including coil parameters and compensation capacitor selection, are discussed in detail.	945	inproceedings	0	1	0	0		0	0	0	0	RQ2,RQ3	0	1	1	0	Media	2.0	Include	Factualidad/alucinaciones y XAI/calibración	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		El título y el resumen no mencionan confianza, errores, explicabilidad ni métricas de evaluación de RAG.	"{""rqs"":"""",""explanation"":""El título y el resumen no mencionan confianza, errores, explicabilidad ni métricas de evaluación de RAG."",""scores"":{""RQ1"":0,""RQ2"":0,""RQ3"":0,""RQ4"":0}}"	"We need to analyze the provided paper: Title: ""Enhancing Communication and Data Transmission Security in RAG Using Large Language Models"". Abstract: about electric vehicles, wireless power transfer, misalignment tolerant WPT system, double-D coil, ferrite cores, phase-shifted compensation network, zero-voltage switching, efficiency, FEA simulations, experimental results, over 90% efficiency for lateral misalignments up to 30% of coil width, outperforming traditional series-series compensated systems. Design considerations, coil parameters, compensation capacitor selection.

Kitchenham heuristic tags: RQ2,RQ3. Screener rationale: Factualidad/alucinaciones y XAI/calibración. Additional context keywords: retrieval-augmented generation, retrieval-augmented, retrieval augmented, rag, graph rag, graphrag, grounded generation, document grounded, document-grounded, context augmentation, context-augmented, hybrid llm, hybrid llms, agentic rag, provenance, source attribution, large language model, large language models, llm, llms, chatgpt, gpt-4, gpt4, gpt-3, gpt3, openai, bard, gemini, llama, llama2, vicuna, falcon, mistral, claude, paLM, paLM2, alpaca

Research questions: RQ1 trust, RQ2 quality, RQ3 XAI, RQ4 methods and metrics.

We need to decide which RQs are explicitly addressed by this work, based solely on title and abstract. The abstract is about a WPT system, not about RAG. The title says ""Enhancing Communication and Data Transmission Security in RAG Using Large Language Models"". But the abstract is about WPT system. So mismatch. The paper seems to be about WPT, not RAG. So likely no RQs addressed. The Kitchenham tags RQ2,RQ3 but those are heuristics. But we must base judgement solely on supplied title and abstract. The abstract does not mention trust, hallucinations, XAI, evaluation metrics. So none of the RQs are addressed. So rqs empty string. Explanation: no indications. Scores: all 0.

Return JSON."	ok	0.0	0.0	0.0	0.0
guo_knowledge_2024	A {Knowledge} {Graph} and {Large} {Language} {Model}-{Based} {Framework} for {Depression} {Detection}	2024	2024 {International} {Conference} on {Image} {Processing}		10.1109/ICICML63543.2024.10958051		https://doi.org/10.1109/icicml63543.2024.10958051	Guo	1	In this paper, we propose a novel federated learning framework enhanced with differential privacy mechanisms to address privacy concerns in medical image classification tasks. Traditional centralized machine learning approaches require sharing sensitive patient data, which raises significant ethical and legal issues. Our method allows multiple healthcare institutions to collaboratively train a shared model without exchanging raw data, incorporating noise addition via differential privacy to prevent inference attacks. Experimental results on benchmark datasets such as ChestX-ray14 and MIMIC-CXR demonstrate that our approach achieves comparable classification accuracy to centralized models while providing robust privacy protection, with an average utility loss of less than 5%. This work paves the way for secure, privacy-preserving AI applications in healthcare.	871	inproceedings	0	1	0	0		0	0	0	0	RQ2,RQ4	0	1	0	1	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0		El artículo no menciona RAG, confianza, errores, explicabilidad ni métricas de evaluación.	"{""rqs"":"""",""explanation"":""El artículo no menciona RAG, confianza, errores, explicabilidad ni métricas de evaluación."",""scores"":{""RQ1"":0,""RQ2"":0,""RQ3"":0,""RQ4"":0}}"	"We need to decide which RQs are addressed by the paper. Title: ""A Knowledge Graph and Large Language Model - Based Framework for Depression Detection"". Abstract: proposes federated learning with differential privacy for medical image classification tasks. No mention of RAG, trust, hallucinations, explainability, evaluation metrics. So none of the RQs are addressed. So rqs empty string. Explanation: ""El artículo no menciona RAG, confianza, errores, explicabilidad ni métricas de evaluación."" Scores: all 0. Return JSON."	ok	0.0	0.0	0.0	0.0
gupta_first_2024	The {First} {Principles}: {Setting} the {Context} for a {Safe} and {Secure} {Metaverse}	2024	ACM Comput. Surv.		10.1145/3665495		https://doi.org/10.1145/3665495	Gupta	1	The metaverse delivered through converged and amalgamated technologies holds promise. No wonder technology heavyweights, large corporates, research organizations and businesses cutting across industry verticals are racing to put in place a metaverse-first strategy. The bets on consumers rapidly migrating from traditional social networks and collaborative applications to more immersive digital experiences have been placed. However, the transition is not expected to be seamless. Privacy, safety and security concerns abound in the early versions of the metaverse. Increased regulatory oversight and diverse national laws threaten to derail the hype around the metaverse. It is increasingly clear that the final iteration of the metaverse will need to assuage the concerns of individual users while addressing complex legal and regulatory requirements. Thus, a multi-perspective approach needs to be adopted to help set the agenda for the evolution of the metaverse. This research paper examines the different aspects and challenges which the future metaverse will need to address. A set of “first principles” are formulated, which if implemented will lead to the development of an equitable, inclusive, safe and secure metaverse.	1232	article	1	0	0	0		0	0	0	0	-	0	0	0	0	Excluir	0.0	Exclude	Fuera de alcance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		El artículo no menciona RAG ni aspectos de confianza, errores, explicabilidad o métricas de evaluación.	"{""rqs"":"""",""explanation"":""El artículo no menciona RAG ni aspectos de confianza, errores, explicabilidad o métricas de evaluación."",""scores"":{""RQ1"":0,""RQ2"":0,""RQ3"":0,""RQ4"":0}}"	"We need to decide which RQs are addressed by the paper titled ""The First Principles : Setting the Context for a Safe and Secure Metaverse"". Abstract: discusses metaverse, privacy, safety, security, regulatory oversight, etc. It does not mention RAG, trust, hallucinations, explainability, evaluation metrics. So none of the RQs are addressed. So rqs empty string. Explanation: ""El artículo no menciona RAG ni aspectos de confianza, errores, explicabilidad o métricas de evaluación."" Scores: all 0. Provide JSON."	ok	0.0	0.0	0.0	0.0
guzman_outputs_2024	From outputs to insights: a survey of rationalization approaches for explainable text classification	2024	Frontiers in Artificial Intelligence	English	10.3389/frai.2024.1363531		https://doi.org/10.3389/frai.2024.1363531	Guzmán	1	Deep learning models have achieved state-of-the-art performance for text classification in the last two decades. However, this has come at the expense of models becoming less understandable, limiting their application scope in high-stakes domains. The increased interest in explainability has resulted in many proposed forms of explanation. Nevertheless, recent studies have shown that rationales , or language explanations, are more intuitive and human-understandable, especially for non-technical stakeholders. This survey provides an overview of the progress the community has achieved thus far in rationalization approaches for text classification. We first describe and compare techniques for producing extractive and abstractive rationales. Next, we present various rationale-annotated data sets that facilitate the training and evaluation of rationalization models. Then, we detail proxy-based and human-grounded metrics to evaluate machine-generated rationales. Finally, we outline current challenges and encourage directions for future work.	1050	article	1	0	0	0	SCOPUS	0	0	1	0	RQ2,RQ3,RQ4	0	1	1	1	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	RQ3,RQ4	El artículo revisa enfoques de racionalización y métricas de evaluación de explicaciones, cubriendo XAI y métodos de medición, pero no aborda RAG ni confianza o factualidad.	"{""rqs"":""RQ3,RQ4"",""explanation"":""El artículo revisa enfoques de racionalización y métricas de evaluación de explicaciones, cubriendo XAI y métodos de medición, pero no aborda RAG ni confianza o factualidad."",""scores"":{""RQ1"":0,""RQ2"":0,""RQ3"":1,""RQ4"":0.5}}"	"We need to decide which RQs are addressed by the paper. Title: ""From outputs to insights: a survey of rationalization approaches for explainable text classification"". Abstract: survey of rationalization approaches for text classification. They describe extractive and abstractive rationales, datasets, metrics (proxy-based and human-grounded) to evaluate machine-generated rationales. Outline challenges.

So RQ1: trust: how RAG affects trust vs non-RAG. This paper is about rationalization approaches, not RAG. So no.

RQ2: quality: reduce hallucinations, factuality. Not about RAG, but rationalization may help but not directly. No.

RQ3: XAI → perception and calibration: What XAI mechanisms. Yes, they discuss rationalization approaches, explainability, metrics. So RQ3 is addressed. Score 1.

RQ4: methods and metrics: What methodological approaches, metrics, instruments used to evaluate trust/credibility, factuality, explainability in RAG systems. The paper discusses metrics for evaluating rationales, but not specifically RAG. But it's about evaluation methods for explainability. So partial? The RQ4 is about evaluation of trust/credibility, factuality, explainability in RAG systems. This paper does not focus on RAG, but does discuss evaluation metrics for rationales. So maybe partial? But RQ4 includes trust/credibility, factuality/faithfulness, explainability. The paper covers explainability metrics, but not trust or factuality. So partial. Score 0.5.

Thus rqs: ""RQ3,RQ4"". Explanation: Provide concise justification. Provide scores: RQ1 0, RQ2 0, RQ3 1, RQ4 0.5.

Return JSON."	ok	0.0	0.0	1.0	0.5
hamzic_evaluation_2024	Evaluation and {Comparison} of {Open}-{Source} {LLMs} {Using} {Natural} {Language} {Generation} {Quality} {Metrics}	2024	Institute of Electrical and Electronics Engineers Inc.	English	10.1109/BigData62323.2024.10825576	979-8-3503-6248-0	https://doi.org/10.1109/bigdata62323.2024.10825576	Hamzic	1	Abstract—With the rapid growth of Internet of Things (IoT) devices, anomaly detection in IoT networks has become crucial for ensuring security and reliability. Traditional centralized approaches often compromise user privacy by requiring data to be sent to a central server. Federated Learning (FL) offers a promising solution by enabling collaborative model training across distributed devices without sharing raw data. However, applying FL to anomaly detection in IoT networks faces challenges such as heterogeneous data distributions, limited computational resources on edge devices, and vulnerability to poisoning attacks. In this paper, we propose a privacy-preserving federated anomaly detection framework tailored for IoT networks. Our approach incorporates differential privacy mechanisms to protect model updates and uses a robust aggregation algorithm to mitigate the impact of malicious clients. We evaluate our framework on real-world IoT datasets, demonstrating significant improvements in detection accuracy and privacy preservation compared to baseline methods. Experimental results show that our method achieves up to 15% higher F1-score while maintaining strong privacy guarantees.	1198	inproceedings	0	1	0	0		0	0	0	0	RQ2,RQ4	0	1	0	1	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0		El artículo no menciona RAG, confianza, alucinaciones ni explicabilidad, por lo que no aborda ninguna de las preguntas de investigación.	"{""rqs"":"""",""explanation"":""El artículo no menciona RAG, confianza, alucinaciones ni explicabilidad, por lo que no aborda ninguna de las preguntas de investigación."",""scores"":{""RQ1"":0,""RQ2"":0,""RQ3"":0,""RQ4"":0}}"	"We need to decide which RQs are addressed by the paper titled ""Evaluation and Comparison of Open - Source LLMs Using Natural Language Generation Quality Metrics"". Abstract: about IoT anomaly detection, federated learning, privacy, differential privacy, robust aggregation, evaluation on IoT datasets, F1-score improvements. No mention of RAG, trust, hallucinations, explainability, evaluation metrics for RAG. The title mentions evaluation and comparison of open-source LLMs using NLG quality metrics, but abstract is about IoT anomaly detection. So likely no coverage of RQs. RQ4 is about methodological approaches, metrics, instruments used to evaluate trust/credibility, factuality, explainability in RAG systems. The paper does evaluate LLMs using NLG quality metrics, but not specifically RAG. The abstract does not mention trust, hallucinations, explainability. So none of the RQs are addressed. So rqs: """".

Scores: all 0.

Explanation: short Spanish justification.

Return JSON."	ok	0.0	0.0	0.0	0.0
hang_trumorgpt_2024	{TrumorGPT}: {Query} {Optimization} and {Semantic} {Reasoning} over {Networks} for {Automated} {Fact}-{Checking}	2024	2024 58th {Annual} {Conference} on {Information} {Sciences} and {Systems} ({CISS})		10.1109/CISS59072.2024.10480162		https://doi.org/10.1109/ciss59072.2024.10480162	Hang	1	Federated learning enables collaborative model training across distributed devices while keeping data localized, enhancing privacy. However, it is vulnerable to inference attacks that reconstruct private training data from shared model updates. To mitigate this, differential privacy (DP) adds calibrated noise to updates, but naive application can degrade model utility, especially under non-IID data distributions common in real-world federated settings. We propose FedDP-SecAgg, a privacy-preserving federated learning framework that integrates DP with secure aggregation (SecAgg) to jointly address privacy leakage and communication efficiency. Our approach uses partial homomorphic encryption for SecAgg to mask individual updates before noise addition, ensuring that even the server cannot access noisy updates during aggregation. We theoretically analyze the privacy-utility trade-off and empirically evaluate on benchmark datasets like CIFAR-10 and FEMNIST, demonstrating superior accuracy compared to baselines under stringent privacy budgets (ε ≤ 1). Results show up to 15% improvement in test accuracy while maintaining (ε, δ)-DP guarantees.	1152	inproceedings	0	1	0	0		0	0	0	0	RQ2,RQ4	0	1	0	1	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0		El artículo no aborda ninguno de los temas de RAG, confianza, errores, explicabilidad ni métricas de evaluación.	"{""rqs"":"""",""explanation"":""El artículo no aborda ninguno de los temas de RAG, confianza, errores, explicabilidad ni métricas de evaluación."",""scores"":{""RQ1"":0,""RQ2"":0,""RQ3"":0,""RQ4"":0}}"	"We need to decide which RQs are addressed by the paper. Title: ""TrumorGPT : Query Optimization and Semantic Reasoning over Networks for Automated Fact-Checking"". Abstract: Federated learning, privacy, DP, SecAgg, not about RAG. The paper is about federated learning, privacy, not about retrieval-augmented generation. So none of the RQs are addressed. However, the Kitchenham heuristic tags: RQ2,RQ4. But that is just tags for the systematic review, not the paper's content. The abstract does not mention hallucinations, trust, explainability, evaluation metrics. So none. So rqs empty string. Explanation: ""El artículo no aborda ninguno de los temas de RAG, confianza, errores, explicabilidad ni métricas de evaluación."" Scores: all 0. Return JSON."	ok	0.0	0.0	0.0	0.0
hang_trumorgpt_2025	{TrumorGPT}: {Graph}-{Based} {Retrieval}-{Augmented} {Large} {Language} {Model} for {Fact}-{Checking}	2025	IEEE Transactions on Artificial Intelligence		10.1109/TAI.2025.3567369		https://doi.org/10.1109/tai.2025.3567369	Hang	1	This paper proposes a novel framework for trustworthy AI systems in high-stakes decision-making environments. We introduce TrustAI, a multi-layered architecture that integrates explainability, robustness, and ethical alignment to mitigate risks associated with opaque models. Through extensive experiments on benchmark datasets, including ImageNet and GLUE, we demonstrate that TrustAI achieves a 15% improvement in adversarial robustness while maintaining competitive accuracy. Our approach leverages federated learning to preserve privacy and employs counterfactual explanations for enhanced interpretability. The results highlight the potential of TrustAI to foster reliable AI deployment in sectors such as healthcare and autonomous vehicles.	746	article	1	0	0	0		0	0	0	0	RQ1,RQ2,RQ3,RQ4	1	1	1	1	Alta	4.0	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	RQ3	El artículo menciona explicaciones counterfactuales, pero no evalúa percepción de confianza ni métricas de hallazgos.	"{""rqs"":""RQ3"",""explanation"":""El artículo menciona explicaciones counterfactuales, pero no evalúa percepción de confianza ni métricas de hallazgos."",""scores"":{""RQ1"":0,""RQ2"":0,""RQ3"":0.5,""RQ4"":0}}"	"We need to decide which RQs are addressed by the paper. Title: ""TrumorGPT : Graph - Based Retrieval - Augmented Large Language Model for Fact - Checking"". Abstract: proposes TrustAI multi-layered architecture integrating explainability, robustness, ethical alignment to mitigate risks. Experiments on ImageNet and GLUE, 15% improvement in adversarial robustness while maintaining accuracy. Approach leverages federated learning to preserve privacy and employs counterfactual explanations for enhanced interpretability. Results highlight potential to foster reliable AI deployment.

We need to see if it addresses RQ1 (trust perception), RQ2 (hallucinations/factuality), RQ3 (XAI mechanisms), RQ4 (methods and metrics). The abstract mentions explainability, robustness, ethical alignment, counterfactual explanations. It does not mention user perception or trust metrics. It does not mention hallucinations or factuality. It does not mention evaluation metrics for trust or hallucinations. It mentions experiments on ImageNet and GLUE, but not about RAG. The title says Graph-based Retrieval-Augmented LLM for Fact-Checking. So maybe it addresses factuality? But abstract doesn't mention hallucinations or factuality. It mentions robustness. So RQ2 likely not covered. RQ3: mentions counterfactual explanations, which is XAI. So RQ3 partially covered. RQ1: no mention of trust perception. RQ4: mentions experiments, but not evaluation methods for trust, factuality, XAI. So maybe not covered. So RQ3 gets 0.5. Others 0.

Thus rqs: ""RQ3"". Explanation: ""El artículo menciona explicaciones counterfactuales, pero no evalúa percepción de confianza ni métricas de hallazgos."" Provide Spanish justification less than 60 words.

Return JSON."	ok	0.0	0.0	0.5	0.0
